instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,usage_level
451,2012-03-26,Summer,1,3,0,1,1,Clear,0.445833,0.43875,0.477917,0.386821,795,4763,5558,High Usage
452,2012-03-27,Summer,1,3,0,2,1,Clear,0.323333,0.315654,0.29,0.187192,531,4571,5102,Medium Usage
453,2012-03-28,Summer,1,3,0,3,1,Clear,0.484167,0.47095,0.48125,0.291671,674,5024,5698,High Usage
454,2012-03-29,Summer,1,3,0,4,1,Clear,0.494167,0.482304,0.439167,0.31965,834,5299,6133,High Usage
455,2012-03-30,Summer,1,3,0,5,1,Mist,0.37,0.375621,0.580833,0.138067,796,4663,5459,Medium Usage
456,2012-03-31,Summer,1,3,0,6,0,Mist,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,High Usage
457,2012-04-01,Summer,1,4,0,0,0,Mist,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,High Usage
458,2012-04-02,Summer,1,4,0,1,1,Clear,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,High Usage
459,2012-04-03,Summer,1,4,0,2,1,Clear,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,High Usage
460,2012-04-04,Summer,1,4,0,3,1,Clear,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,High Usage
461,2012-04-05,Summer,1,4,0,4,1,Clear,0.435,0.431163,0.374167,0.219529,1192,5265,6457,High Usage
462,2012-04-06,Summer,1,4,0,5,1,Clear,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,High Usage
463,2012-04-07,Summer,1,4,0,6,0,Clear,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,High Usage
464,2012-04-08,Summer,1,4,0,0,0,Clear,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Medium Usage
465,2012-04-09,Summer,1,4,0,1,1,Clear,0.489167,0.476638,0.3175,0.358196,905,4680,5585,High Usage
466,2012-04-10,Summer,1,4,0,2,1,Clear,0.446667,0.436233,0.435,0.249375,819,5099,5918,High Usage
467,2012-04-11,Summer,1,4,0,3,1,Clear,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Medium Usage
468,2012-04-12,Summer,1,4,0,4,1,Clear,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Medium Usage
469,2012-04-13,Summer,1,4,0,5,1,Clear,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,High Usage
470,2012-04-14,Summer,1,4,0,6,0,Clear,0.495,0.487996,0.502917,0.190917,2795,4665,7460,High Usage
471,2012-04-15,Summer,1,4,0,0,0,Clear,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,High Usage
472,2012-04-16,Summer,1,4,1,1,0,Clear,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,High Usage
473,2012-04-17,Summer,1,4,0,2,1,Clear,0.608333,0.598487,0.390417,0.273629,989,5702,6691,High Usage
474,2012-04-18,Summer,1,4,0,3,1,Mist,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Medium Usage
475,2012-04-19,Summer,1,4,0,4,1,Clear,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,High Usage
476,2012-04-20,Summer,1,4,0,5,1,Clear,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,High Usage
477,2012-04-21,Summer,1,4,0,6,0,Clear,0.57,0.542921,0.682917,0.283587,2541,4083,6624,High Usage
478,2012-04-22,Summer,1,4,0,0,0,Light Snow,0.396667,0.389504,0.835417,0.344546,120,907,1027,Very Low Usage
479,2012-04-23,Summer,1,4,0,1,1,Mist,0.321667,0.301125,0.766667,0.303496,195,3019,3214,Low Usage
480,2012-04-24,Summer,1,4,0,2,1,Clear,0.413333,0.405283,0.454167,0.249383,518,5115,5633,High Usage
481,2012-04-25,Summer,1,4,0,3,1,Clear,0.476667,0.470317,0.427917,0.118792,655,5541,6196,High Usage
482,2012-04-26,Summer,1,4,0,4,1,Mist,0.498333,0.483583,0.756667,0.176625,475,4551,5026,Medium Usage
483,2012-04-27,Summer,1,4,0,5,1,Clear,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,High Usage
484,2012-04-28,Summer,1,4,0,6,0,Mist,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,Medium Usage
485,2012-04-29,Summer,1,4,0,0,0,Clear,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,High Usage
486,2012-04-30,Summer,1,4,0,1,1,Mist,0.464167,0.457696,0.57,0.171638,665,4907,5572,High Usage
487,2012-05-01,Summer,1,5,0,2,1,Mist,0.613333,0.577021,0.659583,0.156096,653,5087,5740,High Usage
488,2012-05-02,Summer,1,5,0,3,1,Clear,0.564167,0.537896,0.797083,0.138058,667,5502,6169,High Usage
489,2012-05-03,Summer,1,5,0,4,1,Mist,0.56,0.537242,0.768333,0.133696,764,5657,6421,High Usage
490,2012-05-04,Summer,1,5,0,5,1,Clear,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,High Usage
491,2012-05-05,Summer,1,5,0,6,0,Mist,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,High Usage
492,2012-05-06,Summer,1,5,0,0,0,Mist,0.5625,0.546737,0.74,0.149879,2135,4224,6359,High Usage
493,2012-05-07,Summer,1,5,0,1,1,Mist,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,High Usage
494,2012-05-08,Summer,1,5,0,2,1,Mist,0.581667,0.557471,0.685833,0.296029,738,4990,5728,High Usage
495,2012-05-09,Summer,1,5,0,3,1,Mist,0.575,0.553025,0.744167,0.216412,620,4097,4717,Medium Usage
496,2012-05-10,Summer,1,5,0,4,1,Clear,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,High Usage
497,2012-05-11,Summer,1,5,0,5,1,Clear,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,High Usage
498,2012-05-12,Summer,1,5,0,6,0,Clear,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,High Usage
499,2012-05-13,Summer,1,5,0,0,0,Clear,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,High Usage
500,2012-05-14,Summer,1,5,0,1,1,Mist,0.573333,0.5499,0.789583,0.212692,342,2501,2843,Low Usage
501,2012-05-15,Summer,1,5,0,2,1,Mist,0.611667,0.576404,0.794583,0.147392,625,4490,5115,Medium Usage
502,2012-05-16,Summer,1,5,0,3,1,Clear,0.636667,0.595975,0.697917,0.122512,991,6433,7424,High Usage
503,2012-05-17,Summer,1,5,0,4,1,Clear,0.593333,0.572613,0.52,0.229475,1242,6142,7384,High Usage
504,2012-05-18,Summer,1,5,0,5,1,Clear,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,High Usage
505,2012-05-19,Summer,1,5,0,6,0,Clear,0.6,0.566908,0.45625,0.083975,3410,4884,8294,High Usage
506,2012-05-20,Summer,1,5,0,0,0,Clear,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,High Usage
507,2012-05-21,Summer,1,5,0,1,1,Mist,0.598333,0.565667,0.81125,0.233204,630,3729,4359,Medium Usage
508,2012-05-22,Summer,1,5,0,2,1,Mist,0.615,0.580825,0.765833,0.118167,819,5254,6073,High Usage
509,2012-05-23,Summer,1,5,0,3,1,Mist,0.621667,0.584612,0.774583,0.102,766,4494,5260,Medium Usage
510,2012-05-24,Summer,1,5,0,4,1,Clear,0.655,0.6067,0.716667,0.172896,1059,5711,6770,High Usage
511,2012-05-25,Summer,1,5,0,5,1,Clear,0.68,0.627529,0.747083,0.14055,1417,5317,6734,High Usage
512,2012-05-26,Summer,1,5,0,6,0,Clear,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,High Usage
513,2012-05-27,Summer,1,5,0,0,0,Clear,0.69,0.641425,0.697083,0.215171,3283,3308,6591,High Usage
514,2012-05-28,Summer,1,5,1,1,0,Clear,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,High Usage
515,2012-05-29,Summer,1,5,0,2,1,Clear,0.7225,0.672992,0.684583,0.2954,880,4863,5743,High Usage
516,2012-05-30,Summer,1,5,0,3,1,Mist,0.656667,0.611129,0.67,0.134329,745,6110,6855,High Usage
517,2012-05-31,Summer,1,5,0,4,1,Clear,0.68,0.631329,0.492917,0.195279,1100,6238,7338,High Usage
518,2012-06-01,Summer,1,6,0,5,1,Mist,0.654167,0.607962,0.755417,0.237563,533,3594,4127,Medium Usage
519,2012-06-02,Summer,1,6,0,6,0,Clear,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,High Usage
520,2012-06-03,Summer,1,6,0,0,0,Clear,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,High Usage
521,2012-06-04,Summer,1,6,0,1,1,Clear,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,High Usage
522,2012-06-05,Summer,1,6,0,2,1,Mist,0.540833,0.525892,0.613333,0.209575,968,6033,7001,High Usage
523,2012-06-06,Summer,1,6,0,3,1,Clear,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,High Usage
524,2012-06-07,Summer,1,6,0,4,1,Clear,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,High Usage
525,2012-06-08,Summer,1,6,0,5,1,Clear,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,High Usage
526,2012-06-09,Summer,1,6,0,6,0,Clear,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,High Usage
527,2012-06-10,Summer,1,6,0,0,0,Clear,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,High Usage
528,2012-06-11,Summer,1,6,0,1,1,Mist,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,High Usage
529,2012-06-12,Summer,1,6,0,2,1,Mist,0.653333,0.597875,0.833333,0.214546,477,4495,4972,Medium Usage
530,2012-06-13,Summer,1,6,0,3,1,Clear,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,High Usage
531,2012-06-14,Summer,1,6,0,4,1,Clear,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,High Usage
532,2012-06-15,Summer,1,6,0,5,1,Clear,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,High Usage
533,2012-06-16,Summer,1,6,0,6,0,Clear,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,High Usage
534,2012-06-17,Summer,1,6,0,0,0,Clear,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,High Usage
535,2012-06-18,Summer,1,6,0,1,1,Mist,0.568333,0.544842,0.777917,0.174746,653,4446,5099,Medium Usage
536,2012-06-19,Summer,1,6,0,2,1,Clear,0.688333,0.654692,0.69,0.148017,968,5857,6825,High Usage
537,2012-06-20,Summer,1,6,0,3,1,Clear,0.7825,0.720975,0.592083,0.113812,872,5339,6211,High Usage
538,2012-06-21,Fall,1,6,0,4,1,Clear,0.805833,0.752542,0.567917,0.118787,778,5127,5905,High Usage
539,2012-06-22,Fall,1,6,0,5,1,Clear,0.7775,0.724121,0.57375,0.182842,964,4859,5823,High Usage
540,2012-06-23,Fall,1,6,0,6,0,Clear,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,High Usage
541,2012-06-24,Fall,1,6,0,0,0,Clear,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,High Usage
542,2012-06-25,Fall,1,6,0,1,1,Clear,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,High Usage
543,2012-06-26,Fall,1,6,0,2,1,Clear,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,High Usage
544,2012-06-27,Fall,1,6,0,3,1,Clear,0.6975,0.640792,0.36,0.271775,1077,6258,7335,High Usage
545,2012-06-28,Fall,1,6,0,4,1,Clear,0.749167,0.675512,0.4225,0.17165,921,5958,6879,High Usage
546,2012-06-29,Fall,1,6,0,5,1,Clear,0.834167,0.786613,0.48875,0.165417,829,4634,5463,Medium Usage
547,2012-06-30,Fall,1,6,0,6,0,Clear,0.765,0.687508,0.60125,0.161071,1455,4232,5687,High Usage
548,2012-07-01,Fall,1,7,0,0,0,Clear,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,High Usage
549,2012-07-02,Fall,1,7,0,1,1,Clear,0.781667,0.702038,0.447083,0.195267,904,5323,6227,High Usage
550,2012-07-03,Fall,1,7,0,2,1,Clear,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,High Usage
551,2012-07-04,Fall,1,7,1,3,0,Clear,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,High Usage
552,2012-07-05,Fall,1,7,0,4,1,Clear,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,High Usage
553,2012-07-06,Fall,1,7,0,5,1,Clear,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,High Usage
554,2012-07-07,Fall,1,7,0,6,0,Clear,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Medium Usage
555,2012-07-08,Fall,1,7,0,0,0,Clear,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Medium Usage
556,2012-07-09,Fall,1,7,0,1,1,Mist,0.710833,0.654054,0.683333,0.180975,998,5571,6569,High Usage
557,2012-07-10,Fall,1,7,0,2,1,Mist,0.720833,0.664796,0.6675,0.151737,954,5336,6290,High Usage
558,2012-07-11,Fall,1,7,0,3,1,Clear,0.716667,0.650271,0.633333,0.151733,975,6289,7264,High Usage
559,2012-07-12,Fall,1,7,0,4,1,Clear,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,High Usage
560,2012-07-13,Fall,1,7,0,5,1,Mist,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,High Usage
561,2012-07-14,Fall,1,7,0,6,0,Mist,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,High Usage
562,2012-07-15,Fall,1,7,0,0,0,Clear,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,High Usage
563,2012-07-16,Fall,1,7,0,1,1,Clear,0.763333,0.724125,0.645,0.164187,1088,5742,6830,High Usage
564,2012-07-17,Fall,1,7,0,2,1,Clear,0.818333,0.755683,0.505833,0.114429,921,5865,6786,High Usage
565,2012-07-18,Fall,1,7,0,3,1,Clear,0.793333,0.745583,0.577083,0.137442,799,4914,5713,High Usage
566,2012-07-19,Fall,1,7,0,4,1,Clear,0.77,0.714642,0.600417,0.165429,888,5703,6591,High Usage
567,2012-07-20,Fall,1,7,0,5,1,Mist,0.665833,0.613025,0.844167,0.208967,747,5123,5870,High Usage
568,2012-07-21,Fall,1,7,0,6,0,Light Snow,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Medium Usage
569,2012-07-22,Fall,1,7,0,0,0,Mist,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,High Usage
570,2012-07-23,Fall,1,7,0,1,1,Clear,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,High Usage
571,2012-07-24,Fall,1,7,0,2,1,Clear,0.750833,0.70645,0.655,0.211454,1140,6452,7592,High Usage
572,2012-07-25,Fall,1,7,0,3,1,Clear,0.724167,0.654054,0.45,0.1648,1383,6790,8173,High Usage
573,2012-07-26,Fall,1,7,0,4,1,Clear,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,High Usage
574,2012-07-27,Fall,1,7,0,5,1,Clear,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,High Usage
575,2012-07-28,Fall,1,7,0,6,0,Clear,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,High Usage
576,2012-07-29,Fall,1,7,0,0,0,Clear,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,High Usage
577,2012-07-30,Fall,1,7,0,1,1,Clear,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,High Usage
578,2012-07-31,Fall,1,7,0,2,1,Clear,0.713333,0.662896,0.704167,0.165425,968,6248,7216,High Usage
579,2012-08-01,Fall,1,8,0,3,1,Clear,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,High Usage
580,2012-08-02,Fall,1,8,0,4,1,Clear,0.7525,0.707088,0.659583,0.129354,983,6278,7261,High Usage
581,2012-08-03,Fall,1,8,0,5,1,Mist,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,High Usage
582,2012-08-04,Fall,1,8,0,6,0,Clear,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,High Usage
583,2012-08-05,Fall,1,8,0,0,0,Clear,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Medium Usage
584,2012-08-06,Fall,1,8,0,1,1,Mist,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,High Usage
585,2012-08-07,Fall,1,8,0,2,1,Mist,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,High Usage
586,2012-08-08,Fall,1,8,0,3,1,Mist,0.75,0.707717,0.672917,0.1107,1263,6271,7534,High Usage
587,2012-08-09,Fall,1,8,0,4,1,Clear,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,High Usage
588,2012-08-10,Fall,1,8,0,5,1,Mist,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,High Usage
589,2012-08-11,Fall,1,8,0,6,0,Mist,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,High Usage
590,2012-08-12,Fall,1,8,0,0,0,Clear,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,High Usage
591,2012-08-13,Fall,1,8,0,1,1,Clear,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,High Usage
592,2012-08-14,Fall,1,8,0,2,1,Clear,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,High Usage
593,2012-08-15,Fall,1,8,0,3,1,Clear,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,High Usage
594,2012-08-16,Fall,1,8,0,4,1,Clear,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,High Usage
595,2012-08-17,Fall,1,8,0,5,1,Clear,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,High Usage
596,2012-08-18,Fall,1,8,0,6,0,Clear,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,High Usage
597,2012-08-19,Fall,1,8,0,0,0,Mist,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Medium Usage
598,2012-08-20,Fall,1,8,0,1,1,Mist,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,High Usage
599,2012-08-21,Fall,1,8,0,2,1,Clear,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,High Usage
600,2012-08-22,Fall,1,8,0,3,1,Clear,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,High Usage
601,2012-08-23,Fall,1,8,0,4,1,Clear,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,High Usage
602,2012-08-24,Fall,1,8,0,5,1,Mist,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,High Usage
603,2012-08-25,Fall,1,8,0,6,0,Mist,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,High Usage
604,2012-08-26,Fall,1,8,0,0,0,Mist,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Medium Usage
605,2012-08-27,Fall,1,8,0,1,1,Clear,0.703333,0.654688,0.730417,0.128733,989,5928,6917,High Usage
606,2012-08-28,Fall,1,8,0,2,1,Clear,0.728333,0.66605,0.62,0.190925,935,6105,7040,High Usage
607,2012-08-29,Fall,1,8,0,3,1,Clear,0.685,0.635733,0.552083,0.112562,1177,6520,7697,High Usage
608,2012-08-30,Fall,1,8,0,4,1,Clear,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,High Usage
609,2012-08-31,Fall,1,8,0,5,1,Clear,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,High Usage
610,2012-09-01,Fall,1,9,0,6,0,Mist,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,High Usage
611,2012-09-02,Fall,1,9,0,0,0,Mist,0.696667,0.649,0.815,0.0640708,2613,3197,5810,High Usage
612,2012-09-03,Fall,1,9,1,1,0,Clear,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,High Usage
613,2012-09-04,Fall,1,9,0,2,1,Clear,0.725833,0.686888,0.755,0.236321,867,5997,6864,High Usage
614,2012-09-05,Fall,1,9,0,3,1,Clear,0.736667,0.708983,0.74125,0.187808,832,6280,7112,High Usage
615,2012-09-06,Fall,1,9,0,4,1,Mist,0.696667,0.655329,0.810417,0.142421,611,5592,6203,High Usage
616,2012-09-07,Fall,1,9,0,5,1,Clear,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,High Usage
617,2012-09-08,Fall,1,9,0,6,0,Mist,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,High Usage
618,2012-09-09,Fall,1,9,0,0,0,Clear,0.61,0.578925,0.5475,0.224496,2570,5657,8227,High Usage
619,2012-09-10,Fall,1,9,0,1,1,Clear,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,High Usage
620,2012-09-11,Fall,1,9,0,2,1,Clear,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,High Usage
621,2012-09-12,Fall,1,9,0,3,1,Clear,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,High Usage
622,2012-09-13,Fall,1,9,0,4,1,Clear,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,High Usage
623,2012-09-14,Fall,1,9,0,5,1,Clear,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,High Usage
624,2012-09-15,Fall,1,9,0,6,0,Clear,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,High Usage
625,2012-09-16,Fall,1,9,0,0,0,Clear,0.58,0.563125,0.57,0.0901833,2166,5167,7333,High Usage
626,2012-09-17,Fall,1,9,0,1,1,Mist,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,High Usage
627,2012-09-18,Fall,1,9,0,2,1,Mist,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Medium Usage
628,2012-09-19,Fall,1,9,0,3,1,Clear,0.5525,0.540404,0.536667,0.215175,788,6803,7591,High Usage
629,2012-09-20,Fall,1,9,0,4,1,Clear,0.546667,0.532192,0.618333,0.118167,939,6781,7720,High Usage
630,2012-09-21,Fall,1,9,0,5,1,Clear,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,High Usage
631,2012-09-22,Fall,1,9,0,6,0,Clear,0.65,0.610488,0.646667,0.283583,2512,5883,8395,High Usage
632,2012-09-23,Winter,1,9,0,0,0,Clear,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,High Usage
633,2012-09-24,Winter,1,9,0,1,1,Clear,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,High Usage
634,2012-09-25,Winter,1,9,0,2,1,Clear,0.55,0.544179,0.57,0.236321,845,6693,7538,High Usage
635,2012-09-26,Winter,1,9,0,3,1,Clear,0.635,0.596613,0.630833,0.2444,787,6946,7733,High Usage
636,2012-09-27,Winter,1,9,0,4,1,Mist,0.65,0.607975,0.690833,0.134342,751,6642,7393,High Usage
637,2012-09-28,Winter,1,9,0,5,1,Mist,0.619167,0.585863,0.69,0.164179,1045,6370,7415,High Usage
638,2012-09-29,Winter,1,9,0,6,0,Clear,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,High Usage
639,2012-09-30,Winter,1,9,0,0,0,Clear,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,High Usage
640,2012-10-01,Winter,1,10,0,1,1,Mist,0.520833,0.512,0.649167,0.0908042,763,6015,6778,High Usage
641,2012-10-02,Winter,1,10,0,2,1,Light Snow,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Medium Usage
642,2012-10-03,Winter,1,10,0,3,1,Mist,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,High Usage
643,2012-10-04,Winter,1,10,0,4,1,Mist,0.6575,0.607975,0.722917,0.117546,891,6437,7328,High Usage
644,2012-10-05,Winter,1,10,0,5,1,Clear,0.615,0.580187,0.6275,0.10635,1516,6640,8156,High Usage
645,2012-10-06,Winter,1,10,0,6,0,Clear,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,High Usage
646,2012-10-07,Winter,1,10,0,0,0,Mist,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Medium Usage
647,2012-10-08,Winter,1,10,1,1,0,Mist,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Medium Usage
648,2012-10-09,Winter,1,10,0,2,1,Mist,0.446667,0.438112,0.761667,0.1903,601,5791,6392,High Usage
649,2012-10-10,Winter,1,10,0,3,1,Clear,0.514167,0.503142,0.630833,0.187821,780,6911,7691,High Usage
650,2012-10-11,Winter,1,10,0,4,1,Clear,0.435,0.431167,0.463333,0.181596,834,6736,7570,High Usage
651,2012-10-12,Winter,1,10,0,5,1,Clear,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,High Usage
652,2012-10-13,Winter,1,10,0,6,0,Clear,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,High Usage
653,2012-10-14,Winter,1,10,0,0,0,Clear,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,High Usage
654,2012-10-15,Winter,1,10,0,1,1,Mist,0.561667,0.53915,0.7075,0.296037,760,5115,5875,High Usage
655,2012-10-16,Winter,1,10,0,2,1,Clear,0.468333,0.460846,0.558333,0.182221,922,6612,7534,High Usage
656,2012-10-17,Winter,1,10,0,3,1,Clear,0.455833,0.450108,0.692917,0.101371,979,6482,7461,High Usage
657,2012-10-18,Winter,1,10,0,4,1,Mist,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,High Usage
658,2012-10-19,Winter,1,10,0,5,1,Mist,0.563333,0.537896,0.815,0.134954,753,4671,5424,Medium Usage
659,2012-10-20,Winter,1,10,0,6,0,Clear,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,High Usage
660,2012-10-21,Winter,1,10,0,0,0,Clear,0.464167,0.456429,0.51,0.166054,2132,4692,6824,High Usage
661,2012-10-22,Winter,1,10,0,1,1,Clear,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,High Usage
662,2012-10-23,Winter,1,10,0,2,1,Clear,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,High Usage
663,2012-10-24,Winter,1,10,0,3,1,Clear,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,High Usage
664,2012-10-25,Winter,1,10,0,4,1,Mist,0.55,0.529688,0.800417,0.124375,875,6484,7359,High Usage
665,2012-10-26,Winter,1,10,0,5,1,Mist,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,High Usage
666,2012-10-27,Winter,1,10,0,6,0,Mist,0.53,0.515133,0.72,0.235692,2643,5209,7852,High Usage
667,2012-10-28,Winter,1,10,0,0,0,Mist,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Medium Usage
668,2012-10-29,Winter,1,10,0,1,1,Light Snow,0.44,0.4394,0.88,0.3582,2,20,22,Very Low Usage
669,2012-10-30,Winter,1,10,0,2,1,Mist,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Very Low Usage
670,2012-10-31,Winter,1,10,0,3,1,Mist,0.3575,0.3611,0.666667,0.166667,419,5147,5566,High Usage
671,2012-11-01,Winter,1,11,0,4,1,Mist,0.365833,0.369942,0.581667,0.157346,466,5520,5986,High Usage
672,2012-11-02,Winter,1,11,0,5,1,Clear,0.355,0.356042,0.522083,0.266175,618,5229,5847,High Usage
673,2012-11-03,Winter,1,11,0,6,0,Mist,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Medium Usage
674,2012-11-04,Winter,1,11,0,0,0,Clear,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Medium Usage
675,2012-11-05,Winter,1,11,0,1,1,Clear,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Medium Usage
676,2012-11-06,Winter,1,11,0,2,1,Clear,0.280833,0.281567,0.567083,0.173513,466,5220,5686,High Usage
677,2012-11-07,Winter,1,11,0,3,1,Mist,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Medium Usage
678,2012-11-08,Winter,1,11,0,4,1,Clear,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Medium Usage
679,2012-11-09,Winter,1,11,0,5,1,Clear,0.361667,0.355413,0.540833,0.214558,709,5283,5992,High Usage
